user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
Vp14grGEIvYzmrsOdix4UQ,G.,281,2010-07-31 21:51:39,217,102,119,11,3.76,6,3,0,2,0,4,23,15,15,10,0
x1FY-UEpDW03M38xt8QFsQ,Evelyn,1098,2007-06-28 22:09:15,11325,8330,10394,202,4.05,1646,135,322,47,32,684,2280,2758,2758,1464,266
1kdfj_PaRk8i870ghdIvXg,Terinee,601,2010-05-29 00:51:06,2265,799,1185,208,3.78,136,23,15,6,3,88,228,269,269,104,50
Mf2NAhMTiYk0DC0fZjhNMw,Sally,341,2006-07-07 02:33:53,422,86,183,11,3.86,7,4,4,2,0,24,8,17,17,3,1
LyrAjv8V6HWkceuTB4Xtkw,Duke,1308,2008-08-18 08:13:15,3415,1254,2344,116,3.78,149,29,14,4,26,92,227,319,319,147,13
dkcKCYISLc9nGfgMJ5ZitA,Desiree,26,2011-01-15 19:28:26,18,0,3,3,4.81,0,0,0,0,0,3,0,1,1,0,0
z3nv7VqIQEm8I7MTDwM-Ww,Monica,107,2008-06-18 21:53:23,141,27,49,10,3.79,2,4,1,0,0,3,1,9,9,5,0
RdGgH2C655oklnPT3oZJ0A,Erica,1372,2006-11-23 00:35:02,1184,274,393,50,3.7,22,10,4,8,2,29,44,40,40,21,7
dCATwLTGaDZAbSFxA-4pkw,Jen,760,2009-08-30 07:15:58,1705,834,973,69,3.48,84,11,9,6,3,65,83,130,130,52,6
WlgB9SAzYAyHEAlawc27xg,Anjali,188,2008-04-14 21:29:01,649,223,487,30,3.67,92,9,2,10,7,23,66,100,100,13,4
_kq9t9najTTZw-eT0VNBgw,Michael,421,2008-05-09 19:54:34,555,199,253,18,3.74,4,3,0,1,0,11,22,13,13,10,10
TTZo51CKSyHpdeUN1vP1VA,Jason,23,2011-04-18 17:50:00,40,18,9,0,3.6,0,0,0,0,0,0,0,1,1,1,0
nvpWH_DUOJB9fHYeqdTNxQ,Jan,39,2007-04-20 18:34:13,33,6,18,1,3.33,1,1,0,0,0,3,1,3,3,0,0
wqeLjhyY3d6ac2C8dxCBlw,M,51,2007-09-27 02:10:19,96,30,26,2,3.42,0,0,1,0,0,2,1,2,2,1,0
JYbaPVqLppqRTTWsxzw_3A,Krista,127,2010-11-07 23:15:52,378,57,198,11,4.09,2,1,0,0,0,4,15,7,7,5,3
SeeyLanTQASHqytvBHURHg,Ann,312,2009-03-21 07:30:45,1395,591,803,149,3.77,46,8,3,10,2,30,48,60,60,43,15
SsHXy7dNXIKm6B4fnq5sMA,Alex,78,2009-08-23 15:47:21,176,85,59,11,2.57,0,2,1,0,0,8,2,6,6,5,1
r8upcNxujlyoN8sUfcWlNw,Lovey,292,2010-05-28 06:42:35,377,214,205,15,3.34,34,2,26,2,10,30,36,76,76,17,6
qJgae_Bqpwx1qm8-bXA_cA,Patricia,709,2010-09-10 17:06:21,1207,530,727,50,4.01,17,9,3,3,0,16,27,27,27,33,4
0mT2HUnzH50Wakg2pgYwmQ,Linda,141,2007-02-02 04:35:42,321,99,114,8,3.08,6,4,2,2,0,6,5,5,5,8,0
xZfssbFXzM3-sGQPj44R5w,Anthony,381,2009-01-21 20:39:45,1036,498,370,30,3.62,35,11,5,1,2,43,53,56,56,56,11
A7cl9FfREOTi0Uy-AT1r5g,Michael,84,2008-10-13 19:39:53,226,41,54,11,3.86,5,4,0,2,1,17,14,9,9,15,1
XlF_Od3qOngwITJAX4g2ZA,Mike,155,2008-01-30 01:54:47,236,54,59,5,3.35,1,0,0,0,0,1,7,2,2,2,0
VMAIGoKrWNRB20N9HsVdKg,Patty,118,2008-06-19 20:16:20,208,54,68,4,4.13,1,2,0,1,0,2,5,2,2,0,6
7ug00c11bgxFWjoj0-LfUg,Evan,4,2011-08-13 22:10:34,3,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0
i5TFPOK5f82bxBV4JMIphg,Jillian,57,2009-02-03 22:44:30,190,70,92,7,3.86,17,2,2,4,0,11,6,13,13,6,0
qr-weHp14zYJyjgNfmgfLg,Kavita,173,2010-01-28 05:25:28,284,128,164,18,3.45,5,2,1,0,0,4,14,15,15,5,3
zbgP8acP_qBlC6qtddNQiA,Manami,426,2010-04-17 23:37:42,3112,2271,2701,85,3.79,558,98,58,38,19,204,271,553,553,546,233
-vdo-XDggc2QNmdqRA9YOA,Hilary,343,2007-07-23 22:37:42,913,646,706,45,4.16,228,16,19,27,15,51,123,216,216,44,16
iJQtNnEcrxdpaD132v26nQ,Danah,422,2007-04-09 22:38:24,4156,1767,3043,304,4.18,312,33,19,22,4,175,566,504,504,180,353
gVEye2LuFCLxxFRc41jIKA,Tran,281,2011-04-27 07:16:42,467,136,213,18,3.95,18,0,5,5,0,15,12,18,18,12,11
j6Y-qkkYiJq6ilGCjN9Ycg,Carl,34,2010-06-08 02:47:25,49,5,6,3,3.89,0,1,0,0,0,0,0,0,0,0,0
xdYAjnWeAHQfcLH7c2l4OQ,Erin,204,2010-04-18 21:07:05,415,115,154,8,3.66,8,7,1,1,1,12,14,18,18,15,1
04VUNbOYQczWzwZqNyGaAw,Daryl,377,2008-11-25 04:59:14,964,214,433,29,3.92,12,4,4,1,0,8,32,29,29,31,9
bm4TNvBKcxNOSa4542jlMg,Wes,31,2011-10-28 14:26:23,59,58,44,1,4.09,6,5,0,0,0,0,1,3,3,4,0
iZKJfYxUMxPsVWqUQjBuYA,Jonathan,4,2012-06-28 03:31:19,5,3,1,0,4.0,0,0,0,0,0,0,0,0,0,0,0
BjuLk3Upbe6KZin1VISarw,Barbara,47,2011-09-06 14:32:24,56,15,10,4,3.72,3,1,0,0,0,7,5,1,1,1,2
wqcJA3g8lgcRYI-gM6Y7PQ,Brittany,51,2012-02-20 05:29:52,13,7,13,3,4.17,0,0,0,0,0,0,0,1,1,0,0
pfJdepP88pDSrLn_vTcHTw,Jasmin,329,2009-01-07 14:48:47,496,146,193,21,3.89,15,2,3,2,1,9,16,16,16,16,10
0mYNAVDIzW4fzgAQ5opGWg,Mary,218,2010-03-10 17:22:09,387,162,209,17,4.08,16,4,0,0,2,8,7,17,17,6,0
iNV_dTKaxit6ZkvbRfERdQ,Colleen,292,2008-06-02 19:12:47,314,115,193,19,3.99,10,2,1,1,6,7,7,7,7,3,1
31Y-XTyubC8k7NR7MIJe4w,Becky,87,2009-02-16 15:59:46,226,20,47,5,4.14,1,0,0,0,0,0,4,3,3,2,0
sIICI_uGUcOJzNf603CdCA,Dale,42,2011-02-28 21:29:10,41,2,14,0,4.45,0,0,0,0,0,0,0,0,0,1,0
yK4njGSBfFpZhDuTxNpnLg,Natasha,184,2010-11-13 17:51:07,389,99,125,16,4.29,4,6,1,3,0,2,7,8,8,7,2
h1ZPAX2ztQkqzge9FuzR3g,Heather,130,2010-01-20 00:40:29,142,36,44,6,3.8,2,3,1,1,2,8,4,10,10,4,0
QgdNGbkLGd7RdDIQ-1beDA,C,40,2009-06-11 21:05:07,45,20,38,1,3.94,0,1,0,0,0,1,3,6,6,3,0
vimEpZnvi38O0Vz5uaNj4g,Christy,565,2011-07-25 15:05:55,1607,554,862,65,3.98,95,9,5,6,6,94,327,157,157,75,34
T46BA9GqSKY2BkkKbqamVg,Lisa,234,2009-03-12 03:10:10,1879,1285,1239,50,3.31,564,36,42,18,8,135,637,596,596,221,28
8wQIoFapkegkC5fcVYg_Iw,Jamie,1148,2009-05-31 17:22:28,4395,1289,2136,104,3.68,112,9,7,15,16,85,102,152,152,72,37
avXvMybPionb-Kt_MX5Grg,Lo,208,2009-02-10 18:23:21,623,485,324,30,3.71,71,5,2,5,1,26,36,49,49,22,14
KepicN2NnZ5aPXVlBypHOQ,John,154,2008-07-21 16:08:50,268,44,127,12,3.22,9,0,0,0,0,10,30,35,35,11,1
ESDPrVZqf4gyFw7Tzmmf8g,Joanne,81,2005-12-11 03:41:24,83,38,54,6,4.53,0,0,0,4,0,3,3,8,8,1,0
mW0VU517hSELl5a36CcRPQ,Joe,131,2008-12-18 19:38:41,330,72,96,7,3.56,7,4,1,2,1,30,43,19,19,12,2
e3eponP3ikkV4NlSuZZ2xg,Marisa,24,2010-01-10 17:11:55,21,4,10,2,3.92,1,0,0,1,0,1,1,3,3,2,0
Rfx9ozvKaZ_PhOZLS-LXcg,Brian,28,2007-10-29 20:48:30,17,6,6,0,3.97,0,0,1,0,0,2,0,0,0,0,0
rZfbZIyYve4a92-IrXPo5g,Christine,77,2008-01-04 22:32:31,249,89,126,6,4.01,13,3,1,9,2,7,29,21,21,7,1
IiT-UsEgwucxcKAJOVmpRA,Kelsee,123,2010-06-19 04:13:26,182,20,93,7,4.02,16,2,1,1,0,15,9,27,27,16,2
5ihnq137aoYrZ-nYyElmKg,Brian,24,2011-04-16 17:43:47,68,5,4,2,3.96,0,0,0,0,0,3,0,0,0,0,0
DLarXgBWW3phD5RE7muniQ,Kiki,212,2008-05-11 22:27:19,839,650,619,14,3.3,16,6,5,3,1,24,60,40,40,10,2
Iq0LWKqCujA-F2KG9URJnw,King,87,2007-04-08 09:18:00,101,25,55,7,3.57,1,0,0,0,3,3,10,9,9,3,0
i6kNeNRrER8ocnpkBJ3wBA,Jen,414,2009-01-29 07:16:40,762,198,314,34,3.65,11,7,3,2,0,26,42,26,26,25,15
HDoMnqWbdZjHPrG9g7SmVg,Elizabeth,305,2011-06-16 01:21:33,765,223,198,27,4.09,10,5,0,1,1,11,20,17,17,13,2
amRKO3MKk7r-kK41IHkG6A,Katie,16,2008-10-28 23:00:11,72,7,46,8,4.65,2,2,0,0,0,2,0,5,5,3,0
TQXtrSpsUyvHMriX8hvNWQ,Erin,144,2006-11-02 23:44:25,164,116,100,23,3.81,3,2,1,3,0,4,8,5,5,2,0
be_oI-PCDFGil2M-MEX64g,Shane,339,2009-11-03 17:51:37,457,157,159,10,3.52,1,1,0,0,0,6,3,6,6,4,0
tgQuw5wvWTBKjMLg65ud3Q,Wade,3,2011-11-04 22:18:34,2,0,0,0,5.0,0,2,0,0,0,0,0,0,0,0,0
B4MAl1wac3kq75REVLio5Q,Jen,3,2010-08-10 21:50:15,4,0,2,3,2.75,0,0,0,0,0,1,0,0,0,0,0
0-n89YwF9LExnPIwgIVhoA,John,637,2008-02-28 16:51:54,1455,663,687,50,3.73,24,11,9,1,3,99,69,49,49,18,11
xGv9o9nIq-762Vxrw1n0CQ,Ben,49,2008-01-01 00:40:58,163,63,120,9,3.27,4,4,1,0,0,4,5,7,7,5,0
BbMWvdd-56P6YZhMvo4Ysg,Carianne,184,2010-02-28 04:07:52,319,53,76,6,3.83,2,1,0,0,0,12,7,1,1,2,1
e4Ev7mGpHd--nI1GC07j4w,Veronica,122,2007-10-23 20:03:30,285,174,178,20,3.09,30,9,4,1,1,15,15,26,26,8,0
NFX6z16dSUDFocpSJiqY5g,A.,138,2009-09-01 01:21:38,219,45,43,2,3.42,0,0,0,0,1,4,4,1,1,2,0
-7-d8x5w5c9QolAMgPTKZg,Daniel,100,2011-07-08 00:20:30,144,77,66,8,3.57,9,8,1,0,1,9,6,7,7,4,0
Phta7D0IREvoW-XQTp9PLQ,Marc,169,2009-01-30 20:25:17,482,74,286,9,3.96,15,4,1,0,0,18,15,30,30,15,6
Nf5VyYleVSJb0wf24Ye-vw,jt,64,2008-01-08 18:47:32,94,26,42,2,4.1,0,1,0,1,0,1,0,4,4,1,0
uanF4DPJffnAX7OuXRYeRA,Kira,47,2010-06-12 14:15:09,76,13,21,3,3.68,3,2,1,0,0,0,0,2,2,0,0
CGRkejdGiNtvX-lhcOFUZQ,Janet,1358,2006-11-08 05:10:42,2920,1354,1879,135,3.76,104,10,17,8,1,61,114,131,131,82,29
wTdEJv1VYUdlZ0_fS_vT5A,Paulina,90,2010-04-10 20:06:23,211,61,62,11,4.06,20,6,1,1,0,10,11,23,23,13,4
2qW-VO3UxZSU6HSHQ7fh7Q,Devin,873,2010-06-07 09:40:20,1586,449,633,54,3.69,11,8,4,1,6,38,61,38,38,29,3
0MtMH1cy9_2zMHrSwWDYXA,Leah,152,2010-09-10 03:37:49,235,65,69,5,3.37,4,4,0,0,2,13,8,11,11,5,0
iQItzYZvnHM2DTGkweLTow,Jorge,644,2008-05-25 20:25:24,1380,1237,693,65,3.19,16,17,2,0,3,60,146,40,40,45,7
EFy_1YhtUosvtOUUiJCRkw,Katey,414,2008-08-14 02:51:01,489,222,186,25,3.56,7,3,1,1,6,7,12,18,18,11,1
tGH0247xcANi8t6jq03CEw,Bill,24,2009-01-10 07:29:01,49,48,9,2,2.67,2,0,0,0,0,0,0,1,1,1,0
1_-bvx_FN9KnyWtZQi9Cyg,Rachel,494,2008-11-25 19:12:54,696,190,179,28,3.74,2,3,2,0,1,9,6,6,6,5,0
010pekBIqnWFg-wnN0W2HQ,Mishka,80,2006-01-22 18:06:27,78,13,36,5,4.76,2,1,0,0,0,3,5,2,2,2,0
N-Sy8I9byR2Q2gTI99nKxQ,Barnabas,345,2008-11-04 03:24:30,528,235,199,31,3.57,12,2,9,0,3,27,9,20,20,16,1
4emM6eSXNlMnDG7q8gymFg,K,15,2010-08-18 22:50:46,16,2,7,0,3.87,0,0,0,0,0,1,1,0,0,0,0
izXJEGrdooBktYheUVy2KA,Meg,3,2011-05-20 00:46:07,1,0,0,0,5.0,0,0,0,0,0,0,0,1,1,0,0
YnppGjgF6W1Ziyoi1bRlBw,Titus,9,2011-08-05 01:32:42,6,2,1,2,3.44,0,0,0,0,0,1,0,0,0,1,0
D2setZ2_pKZ9CWEb0IgrOQ,Rachel,784,2009-07-13 03:31:23,1807,1329,847,98,3.69,30,10,3,2,4,20,30,29,29,36,1
JLOlSZ-HWXbTIiJxFEHb1Q,Hasham,268,2008-08-09 19:47:37,157,38,60,3,3.55,3,0,0,0,0,9,8,9,9,3,1
V5Th21KjUiYLJQyV-vGtpg,Ben H,1762,2007-10-24 16:18:31,2625,1372,1725,68,3.63,113,22,19,0,1,101,179,220,220,80,5
o68LrQnhqefqGxrFB0g-Xw,Nicole,5,2010-07-10 01:00:32,4,1,1,2,2.8,0,0,0,0,0,1,0,0,0,0,0
06QY6tAtbQNWmsfuFPbhYg,Carla,5,2010-08-17 19:11:01,4,1,2,0,3.6,1,0,0,1,0,0,1,0,0,0,0
Kh34OUwUgLGSRguPV_MPdw,Brennan,101,2010-05-24 03:29:00,133,56,49,6,3.44,3,3,2,0,0,10,4,13,13,5,0
ma_kwB2BNIuOusarWrsBmw,Nina,84,2009-01-06 19:19:22,92,49,47,6,3.76,5,1,0,0,0,6,1,1,1,5,3
qpFCY_wj8_G-HOV8MxIaHw,Paul,91,2010-02-17 21:20:24,593,626,367,69,3.53,72,26,14,1,3,77,173,172,172,108,17
kgKl_TSwiCJ3iX-g2VP0MQ,Gerald,1504,2010-06-19 17:22:02,6781,2767,5698,294,3.92,161,32,11,3,1,131,229,362,362,90,774
nPXVprOV3ioobtAc_s7-CA,Brian,511,2009-06-29 01:58:54,1086,395,529,42,4.11,69,7,0,1,3,40,61,73,73,29,6
nGozHYFspeWe2DliD9GqcA,liz,332,2007-06-13 10:41:57,567,385,337,29,3.65,39,10,3,4,0,12,19,37,37,23,6
r9LtFZfoGe8M1FCyrit1vQ,Amanda,57,2008-02-19 23:39:18,98,75,65,17,3.97,7,2,1,1,0,3,7,13,13,3,3
obIPhHuaE4SMfgpca5qKvQ,John,144,2009-04-17 19:59:24,543,173,313,49,3.85,19,5,2,3,3,48,78,65,65,13,2
gwakmAy1XKzQPl87jXRLVQ,Taylor,306,2010-01-09 00:27:23,349,90,107,23,4.21,7,4,0,1,0,4,14,5,5,3,2
JapsODq2leyIn5JTgjOvkQ,Srini,503,2006-03-25 16:10:58,6926,6106,6773,413,3.62,1589,369,259,609,32,533,1424,2202,2202,659,90
II3SZQD1NE0zcN4fQqohug,Danny,61,2008-09-05 21:23:10,110,107,79,1,3.39,3,2,0,0,0,2,1,2,2,2,0
-OpS4V5EeVbNWY5CS24olA,Donna,487,2010-01-24 06:46:50,1438,1237,716,76,3.66,50,7,5,2,2,43,55,74,74,88,10
R74d3XBeNKiPfmTSAKhibA,David,37,2008-02-25 23:53:38,57,16,18,2,4.33,1,0,0,0,0,1,5,2,2,1,1
u7MkgrDxjiHVR13fEZuD_A,Brent,239,2011-03-28 02:42:27,238,65,75,8,3.98,1,1,0,0,0,18,7,7,7,4,1
4UPqs_cq5ov3mf6xqRAdqA,Thom,58,2010-08-28 14:12:33,74,20,19,1,3.79,2,0,0,0,0,1,2,1,1,1,0
iHAseovAlAuLKHhVWeRCaA,Nathan,20,2011-02-07 06:31:40,25,11,4,0,2.35,0,0,0,0,0,0,1,0,0,0,0
JvljCKbnjcDFrWkrqQUdEQ,Frank,166,2009-02-02 22:14:48,292,80,155,10,3.49,9,3,2,0,0,12,5,18,18,7,0
dTcvqYGwzzNDTeITANKx3w,Esther,177,2008-07-14 03:09:00,110,16,53,3,3.61,2,1,0,0,0,0,0,5,5,5,0
JhOXyXRkRpjq2DajDeEyvA,Kitty,22,2011-05-28 02:07:01,50,9,9,2,3.61,1,0,0,0,0,1,0,0,0,0,0
1_cezAbuZSyLR1-FL6V91Q,Hannah,68,2009-03-20 05:03:36,323,290,245,15,3.85,37,5,0,3,1,10,49,58,58,34,3
FZA5FRwB26-SQBIGPLmpGQ,James,39,2008-03-18 16:44:04,76,72,50,6,4.12,5,2,1,0,0,0,1,6,6,3,0
vyR9-m1eK4hTCxyxRU-SPg,Jimmy,4,2010-07-04 23:03:30,5,3,2,0,4.75,0,0,0,0,0,0,0,0,0,0,0
_FQ4wA_9QbE5qzqzhVCpkA,Edward,23,2010-04-26 22:51:45,48,10,18,2,4.04,1,0,0,0,0,1,0,2,2,0,0
jJBPO0aAZ92t28z6JvCGBg,ivy,10,2010-11-23 15:48:47,10,2,2,1,4.3,0,1,0,0,0,0,0,0,0,0,0
Lm7h2a2QduZHcqtUao_mHg,Todd,14,2010-02-23 03:19:42,16,8,4,0,3.27,0,1,0,0,0,0,0,0,0,0,0
dNjsm0vrfhIoM5sMISGk7w,Michael,21,2011-01-10 04:15:40,19,6,5,1,4.22,0,0,0,0,0,0,0,0,0,0,0
s_zyo9noddpfQ-2NwOY0xA,Sara,147,2007-11-27 02:59:17,324,193,188,12,3.61,19,7,0,0,3,8,18,29,29,9,1
AMpFQ-gTK7OOwQB03B3Z5g,Elena,37,2010-12-20 16:30:38,45,8,5,2,4.08,0,0,0,0,0,0,1,0,0,1,0
8eEHKw_Ck5jEZSO6Qt146A,Trevor,33,2010-03-12 14:05:00,56,15,17,1,3.51,0,1,0,0,0,2,5,1,1,2,0
qGEyFfvqY7LFp0kio4GyPQ,Alicia,304,2009-04-06 16:14:27,985,618,561,34,3.69,34,6,1,1,6,27,101,91,91,18,9
izVR5ZgKBq0apXMpgCyZTg,Michelle,245,2011-02-11 07:19:43,178,37,78,9,4.57,1,5,0,1,0,2,14,4,4,5,3
67HwuY1mtttvvnqn9tHU0Q,Jamie,638,2009-09-11 15:55:06,655,174,305,38,4.11,6,0,0,1,0,15,11,14,14,7,13
tsBhRd4NNaP3QC2lX63FIg,Steven,33,2009-09-23 08:24:55,38,12,10,0,3.73,1,0,0,0,0,0,0,1,1,0,0
aEVQbWnMCUV7ZzC9DoCpJA,Andrew,151,2011-09-21 18:41:52,144,30,75,9,4.62,0,0,0,0,0,1,2,0,0,1,1
Yq_Z_9ph9FNmFbV6YlwzLQ,Rod,93,2011-01-02 04:03:21,120,31,38,2,4.38,0,1,2,0,0,3,5,4,4,3,0
WY_b9ZvU9TW0pfTRruJBxA,Mike,386,2009-11-20 05:04:43,577,136,218,23,3.79,7,3,2,2,0,13,6,16,16,5,0
0EgbVtQfdNQq3Tapxwl_sw,Sarah,214,2011-05-11 19:11:03,285,113,70,6,3.88,1,0,0,0,0,0,3,1,1,3,2
2ojn6QbgT3mlv4Bra5hyuQ,Fahad,19,2011-08-05 15:55:10,57,6,6,1,4.11,0,0,0,0,0,0,0,0,0,0,0
LU8SYDEo1gp1Cq2_2ZHiDg,Maria,320,2008-11-11 02:06:22,768,313,182,14,3.18,0,1,1,0,0,3,11,7,7,8,0
aJN3F3bS_ooe4rZx8rHmgA,Sid,512,2010-08-12 02:35:10,1222,299,803,37,3.85,8,3,2,0,0,20,42,23,23,41,1
_qRV6YI3wm6hF0SF-2z8ng,Derrick,382,2008-05-23 20:25:34,858,215,318,28,3.79,31,9,4,1,8,24,64,41,41,30,7
MHbeOB03Z5EX1kfPGfKCOg,Kent,178,2008-12-26 06:18:00,148,23,32,2,4.07,1,0,0,0,0,0,4,0,0,0,0
6agmDWsBMxZBc6qDSZworg,Kris,1045,2008-03-31 01:33:15,3357,982,2102,124,4.0,78,11,9,4,16,46,75,154,154,115,43
1T6HR7ezF-pMod0LWNL8tg,Kimmy,71,2009-01-20 23:47:10,268,139,178,8,3.98,15,4,0,1,0,7,19,22,22,13,0
ZGjgfSvjQK886kiTzLwfLQ,Ali,494,2006-06-12 15:07:55,1401,692,956,53,4.0,77,7,5,3,7,22,55,113,113,31,3
WGVRnbgyxQL4FLZpXf7uXw,Steve,339,2009-09-01 14:29:26,1101,298,498,17,3.86,8,4,0,0,1,18,111,51,51,12,16
V8OsxfIHpYWeMMeEsowHRw,Alex,165,2007-07-16 21:48:15,291,51,91,18,3.88,8,14,4,0,0,7,6,17,17,10,0
LOdnn6Ktg8yfxNYq3AlYhA,Havsa,27,2010-07-19 16:07:36,48,8,28,3,3.59,2,0,0,0,0,1,1,1,1,0,0
plaAwbdAV_kua1K2ztZHVw,Lauren,111,2007-08-13 10:54:31,387,229,240,18,3.78,37,6,3,5,2,19,20,33,33,16,5
JUT0U3HTSB3kz9Wh7N0GqA,Corey,865,2010-06-14 19:06:47,4818,2877,3032,294,4.07,278,68,31,21,10,762,1803,644,644,225,81
nXXoCiolNhtShV-Caj8g4g,Shawna,110,2011-08-02 00:35:36,83,13,33,2,4.38,0,2,0,0,0,2,0,0,0,1,1
I0zSlNCdJWi1ZWg_3REp5w,D,94,2007-10-21 03:17:06,118,23,47,3,4.26,0,0,0,0,0,0,3,2,2,2,0
5CX8ilaGZ7kyv2rUxSdQCw,Mariana,627,2005-09-22 18:25:59,1095,305,579,75,3.69,36,5,8,9,15,24,58,34,34,20,11
G1DM_OyYFb32QylgvQGrGQ,regina,187,2007-11-16 01:49:50,96,61,58,3,3.85,3,2,0,0,0,2,5,18,18,0,1
66WeYHwruzUtHqTNCioSZg,Ryan,168,2010-03-15 23:15:51,209,52,44,6,3.55,3,1,0,1,0,4,12,9,9,2,0
rt4VNgCG755zWcMpdOrn8Q,Amy,544,2007-01-14 16:49:54,652,406,518,44,4.12,90,12,6,10,6,37,84,77,77,20,10
jUyIaGX2VN_dASMfG0NaCg,Nicole,38,2011-02-27 00:36:33,28,2,4,1,3.79,0,1,0,0,0,1,0,1,1,0,0
lDKbTlZqjIn2gn490gU2HQ,Eva,1326,2012-08-14 23:48:40,11625,8389,10123,204,3.99,399,122,102,6,8,113,465,465,465,298,121
Qx-5FRNpL14H2TtIKmB1kA,Robert,1326,2007-09-24 05:15:25,2728,1494,1006,71,3.18,25,9,1,6,0,65,129,55,55,39,9
WLOtw7JOcPqwMe5uSS0i3w,Amanda,155,2009-06-06 07:05:57,236,68,82,6,3.83,6,2,1,1,0,6,4,8,8,8,1
X6qq-3ugM1AMR31N8-I59w,Karen,52,2009-06-23 20:35:05,134,37,64,3,3.77,1,2,0,0,0,5,4,7,7,3,2
ypRztkuHCC9M3NBIau6iOQ,Anita,80,2008-12-03 20:32:14,140,131,92,11,3.78,9,3,3,2,0,9,27,18,18,4,3
OrCmBq4Y6CxpqIPCiuJiHg,Jessica,389,2011-02-11 19:48:00,921,420,461,37,3.72,19,5,0,1,2,15,21,43,43,37,4
RoW1Eml8fNYC2a_i9Y__rA,Brian,33,2010-11-14 23:20:16,31,4,14,0,4.15,0,0,0,0,0,0,0,0,0,0,0
M36aMuK9Pnmgb5g6KsJChQ,Ashley,116,2008-11-23 18:11:47,235,57,94,7,3.97,9,2,0,1,0,3,4,9,9,10,2
fLDGqfH_QJE5TN2ajHzNjA,Bridgette,176,2011-04-03 17:53:31,591,106,455,29,4.48,11,2,1,0,0,8,15,24,24,24,8
GFrQVrt9b-lWscl-qNo2cw,Scott,18,2008-08-13 19:05:11,23,3,10,1,4.29,0,0,0,0,0,0,0,0,0,1,0
QNFiWpQTPeAwROah1xy3nA,Prince,57,2010-12-05 18:31:13,29,14,12,0,3.15,0,2,0,0,1,1,2,1,1,0,0
tECsdHQt57sNa-SvXmn5ag,DM,67,2011-05-30 11:50:06,74,26,10,8,3.67,0,1,0,1,0,1,2,0,0,0,0
qsixwabdZVIerYFcQ4C3bw,Ron,196,2010-07-26 17:03:42,202,68,69,10,3.66,6,0,0,0,0,10,11,11,11,0,1
wo632pzj23-Di2RakSugjQ,Jeff,1507,2007-07-05 04:15:00,4816,3158,3677,224,4.16,376,73,35,36,49,283,633,607,607,226,53
lgHe2KRBonthIVA66p8O8Q,Jamie,67,2008-01-07 04:52:31,90,56,48,2,3.73,3,0,0,0,0,5,11,11,11,0,1
0Uhd7NFocYjKFgT5HJo59Q,Devi,32,2010-01-16 04:03:04,62,17,16,1,4.11,2,0,1,0,0,2,4,6,6,3,0
1sMZdqmCa_X2Lf_x6XOCFw,Patrick,858,2010-02-23 23:00:14,6002,3922,4647,162,3.87,500,57,12,5,28,732,1143,1409,1409,433,31
qVWA653mQL6J1teshUljMQ,Eileen,202,2008-11-07 23:40:34,493,94,262,11,3.46,10,6,1,0,1,8,9,10,10,9,5
bYENop4BuQepBjM1-BI3fA,Steven,1562,2010-08-08 15:05:23,15230,5475,11599,401,3.92,1492,103,42,73,32,1592,7830,3803,3803,653,1047
uegO5B_J98FsLFDT3_vI2Q,Suzanna,613,2008-02-02 02:02:31,922,510,518,40,4.12,30,8,0,0,1,28,43,52,52,19,21
Dw5k44c-nkOexdaqUtcWCA,Janet,1217,2007-04-26 20:20:25,1520,898,901,47,3.67,56,6,2,2,6,52,75,70,70,26,11
LuijV0J5TEiQn7c4eW6ttg,George,658,2006-03-27 19:22:42,1561,913,1481,95,4.22,142,22,15,19,10,128,220,233,233,35,26
4L244br7B80VXvSK0YaGlQ,Jim,11,2010-02-27 16:38:37,5,2,9,0,3.92,0,0,0,0,0,1,3,0,0,0,0
xOr3cP1xO2qC4lx2E9jnBg,Robert,281,2009-02-12 00:49:04,918,373,479,22,3.66,18,5,3,1,2,27,40,24,24,16,0
OsGheYI1GkL9Tzvbj9NORw,Volunteer,53,2009-05-12 17:39:19,85,19,7,2,4.04,0,1,0,0,0,0,0,1,1,1,0
yFcfowj9X6C6zNd6nqK8aQ,Shianne,197,2009-09-15 02:58:59,919,536,582,7,3.4,17,2,3,4,0,9,35,29,29,18,1
6OV_PFTl9RW2FmYQoOsuRQ,Stacy,166,2006-05-06 18:45:23,314,44,89,12,4.08,3,4,2,0,0,6,11,3,3,5,1
PO2da8MNz8gJ1443AaVgQA,Penny,111,2006-10-30 21:15:24,144,71,66,3,3.39,1,2,0,7,1,5,3,7,7,2,1
6Rb1cZiuhBPILcHxfbInig,Glen,807,2005-12-13 21:11:59,792,347,429,26,3.53,46,11,2,1,0,24,28,52,52,54,4
gpqGjIHlvUKDTttna4wcZQ,Kimberly,445,2007-06-08 02:14:24,992,378,385,32,3.59,22,10,2,4,1,12,17,29,29,14,2
lZ3EzQypsUlF0ce_S58wqg,Rusty,280,2007-09-06 04:18:48,681,330,383,27,3.78,17,9,3,3,0,28,30,48,48,27,5
